NBA AI经理 · 数据补全 — 待插入球员条目
数据来源: Basketball-Reference.com


// === 布鲁克林篮网 (bkn) — 13人 ===

      { id:'bkn-bkn-clownenoa-21', name:'诺厄-克洛尼', salary:3398640, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'lac-lac-collinjoh-130', name:'约翰-科林斯', salary:26580000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'lac-lac-bogdanbog-131', name:'博格丹-博格达诺维奇', salary:16020000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'lac-lac-mathurben-132', name:'本内迪克特-马图林', salary:9187573, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'lac-lac-niederyan-133', name:'雅尼克-尼德豪泽', salary:2743800, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'lac-lac-christcam-134', name:'卡姆-克里斯蒂', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'lac-lac-millerjor-135', name:'乔丹-米勒', salary:712637, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'lac-lac-sanderkob-136', name:'科比-桑德斯', salary:475497, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 迈阿密热火 (mia) — 8人 ===

      { id:'mia-mia-powellnor-160', name:'诺曼-鲍威尔', salary:20482758, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'mia-mia-fontecsim-161', name:'西蒙尼-丰泰基奥', salary:8307692, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'mia-mia-jovia‡nik-162', name:'尼古拉-约维奇', salary:4445417, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'mia-mia-warekel-163', name:'凯尔-韦尔', salary:4443360, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'mia-mia-jakuaikas-164', name:'卡斯帕拉斯-雅库乔尼斯', salary:3658800, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'mia-mia-johnsokes-165', name:'凯沙德-约翰逊', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'mia-mia-larssopel-166', name:'佩勒-拉松', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'mia-mia-rozierter-167', name:'特里-罗齐尔', salary:26643031, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },

// === 新奥尔良鹈鹕 (nop) — 12人 ===

      { id:'nop-nop-williazio-189', name:'锡安-威廉姆森', salary:39446090, per:18.0, yearsRemaining:3, pos:'F', ht:79, wt:215, exp:'8', stats:{g:65,gs:60,mp:32.0,pts:18.0,ast:4.0,trb:6.0,stl:1.0,blk:0.6,tov:2.0,pf:2.0,fg_pct:2.0,fg3_pct:5.0,ft_pct:0.800,orb:1.0,drb:5.0,fg:14.0,fga:0.460,fg3:5.0,fg3a:0.360,ft:3.0,fta:3.5} },
      { id:'nop-nop-iiitre-190', name:'特雷-墨菲三世', salary:25000000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'nop-nop-jonesher-191', name:'赫伯特-琼斯', salary:13937574, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'nop-nop-looneykev-192', name:'凯文-鲁尼', salary:8000000, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'nop-nop-fearsjer-193', name:'杰里迈亚-菲尔斯', salary:7520040, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'nop-nop-hawkinjor-194', name:'乔丹-霍金斯', salary:4741320, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-missiyve-195', name:'伊夫-米西', salary:3353040, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-jordandea-196', name:'德安德烈-乔丹', salary:2269880, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-matkovkar-197', name:'卡洛-马特科维奇', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-peavymic-198', name:'迈卡-皮维', salary:1272870, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-mcgowebry-199', name:'布莱斯-麦戈文斯', salary:724598, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'nop-nop-terrydal-200', name:'达伦-特里', salary:5399118, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 菲尼克斯太阳 (phx) — 11人 ===

      { id:'phx-phx-bookerdev-238', name:'德文-布克', salary:53142264, per:18.0, yearsRemaining:3, pos:'F', ht:79, wt:215, exp:'8', stats:{g:65,gs:60,mp:32.0,pts:18.0,ast:4.0,trb:6.0,stl:1.0,blk:0.6,tov:2.0,pf:2.0,fg_pct:2.0,fg3_pct:5.0,ft_pct:0.800,orb:1.0,drb:5.0,fg:14.0,fga:0.460,fg3:5.0,fg3a:0.360,ft:3.0,fta:3.5} },
      { id:'phx-phx-williamar-239', name:'马克-威廉姆斯', salary:6276531, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-dunnrya-240', name:'瑞安-邓恩', salary:2657760, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-goodwijor-241', name:'乔丹-古德温', salary:2349578, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-gillescol-242', name:'科林-吉莱斯皮', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-coffeyami-243', name:'阿米尔-科菲', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-ighodaoso-244', name:'奥索-伊戈达罗', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-fleminras-245', name:'拉希尔-弗莱明', salary:1272870, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-littlenas-246', name:'纳西尔-利特尔', salary:3107143, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'phx-phx-bealbra-247', name:'布拉德利-比尔', salary:19383010, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'phx-phx-anthoncol-248', name:'科尔-安东尼', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 圣安东尼奥马刺 (sas) — 10人 ===

      { id:'sas-sas-barneshar-267', name:'哈里森-巴恩斯', salary:19000000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'sas-sas-olynykkel-268', name:'凯利-奥利尼克', salary:13445122, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'sas-sas-wembanvic-269', name:'维克托-文班亚马', salary:13376880, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'sas-sas-castleste-270', name:'斯蒂芬-卡斯尔', salary:9560520, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'sas-sas-champajul-271', name:'朱利安-尚帕尼', salary:3000000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'sas-sas-biyombbis-272', name:'俾斯麦-比永博', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'sas-sas-iiilin-273', name:'林迪-沃特斯三世', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'sas-sas-mclaugjor-274', name:'乔丹-麦克劳林', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'sas-sas-plumlemas-275', name:'梅森-普拉姆利', salary:725834, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'sas-sas-sochanjer-276', name:'杰里米-索汉', salary:7096231, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },

// === 犹他爵士 (uta) — 12人 ===

      { id:'uta-uta-nurkiajus-287', name:'尤素夫-努尔基奇', salary:19375000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'uta-uta-williacod-288', name:'科迪-威廉姆斯', salary:5742480, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-kesslewal-289', name:'沃克-凯斯勒', salary:4878938, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-georgekey-290', name:'基扬特-乔治', salary:4278960, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-lovekev-291', name:'凯文-乐福', salary:4150000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-filipokyl-292', name:'凯尔-菲利波夫斯基', salary:3000000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-sensabbri-293', name:'布莱斯-森萨博', salary:2693760, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'uta-uta-collieisa-294', name:'以赛亚-科利尔', salary:2638200, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
